Values-and-Quantities
Minor,Henrique,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=2.111843616447887, pvalue=0.03532249393510697)","Ttest_indResult(statistic=-0.516599728408797, pvalue=0.6057225261269319)","Ttest_indResult(statistic=-1.4529963621051383, pvalue=0.14701272807913046)","Ttest_indResult(statistic=2.6482476959360954, pvalue=0.008412782060385256)"

Henrique,Minor,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=-2.111843616447887, pvalue=0.03532249393510697)","Ttest_indResult(statistic=-2.606294138724171, pvalue=0.009496370639409467)","Ttest_indResult(statistic=-3.496843561501861, pvalue=0.0005238615618790761)","Ttest_indResult(statistic=0.5849943595350953, pvalue=0.5588830040029868)"

Alice,Minor,Henrique,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=0.516599728408797, pvalue=0.6057225261269319)","Ttest_indResult(statistic=2.606294138724171, pvalue=0.009496370639409467)","Ttest_indResult(statistic=-0.9390588959401391, pvalue=0.34827004393548244)","Ttest_indResult(statistic=3.1283997899727654, pvalue=0.0018869534293038857)"

Rebecca,Minor,Henrique,Alice,Gretchen
P-value,"Ttest_indResult(statistic=1.4529963621051383, pvalue=0.14701272807913046)","Ttest_indResult(statistic=3.496843561501861, pvalue=0.0005238615618790761)","Ttest_indResult(statistic=0.9390588959401391, pvalue=0.34827004393548244)","Ttest_indResult(statistic=3.9948821596790274, pvalue=7.711083853454283e-05)"

Gretchen,Minor,Henrique,Alice,Rebecca
P-value,"Ttest_indResult(statistic=-2.6482476959360954, pvalue=0.008412782060385256)","Ttest_indResult(statistic=-0.5849943595350953, pvalue=0.5588830040029868)","Ttest_indResult(statistic=-3.1283997899727654, pvalue=0.0018869534293038857)","Ttest_indResult(statistic=-3.9948821596790274, pvalue=7.711083853454283e-05)"

