Values-and-Quantities
Minor,Henrique,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=1.9372580024618413, pvalue=0.05342104910763914)","Ttest_indResult(statistic=0.9952105092864258, pvalue=0.32023856040792237)","Ttest_indResult(statistic=-1.4840316869328434, pvalue=0.13859200957459356)","Ttest_indResult(statistic=2.478743518595115, pvalue=0.01359813260656643)"

Henrique,Minor,Alice,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=-1.9372580024618413, pvalue=0.05342104910763914)","Ttest_indResult(statistic=-0.9634728244127717, pvalue=0.33589531066335143)","Ttest_indResult(statistic=-3.3556246148906577, pvalue=0.0008679620831807272)","Ttest_indResult(statistic=0.5849943595350953, pvalue=0.5588830040029868)"

Alice,Minor,Henrique,Rebecca,Gretchen
P-value,"Ttest_indResult(statistic=-0.9952105092864258, pvalue=0.32023856040792237)","Ttest_indResult(statistic=0.9634728244127717, pvalue=0.33589531066335143)","Ttest_indResult(statistic=-2.4583295035326858, pvalue=0.014383616268411541)","Ttest_indResult(statistic=1.5315926453970012, pvalue=0.12641742713824877)"

Rebecca,Minor,Henrique,Alice,Gretchen
P-value,"Ttest_indResult(statistic=1.4840316869328434, pvalue=0.13859200957459356)","Ttest_indResult(statistic=3.3556246148906577, pvalue=0.0008679620831807272)","Ttest_indResult(statistic=2.4583295035326858, pvalue=0.014383616268411541)","Ttest_indResult(statistic=3.85726647678083, pvalue=0.0001337025390182893)"

Gretchen,Minor,Henrique,Alice,Rebecca
P-value,"Ttest_indResult(statistic=-2.478743518595115, pvalue=0.01359813260656643)","Ttest_indResult(statistic=-0.5849943595350953, pvalue=0.5588830040029868)","Ttest_indResult(statistic=-1.5315926453970012, pvalue=0.12641742713824877)","Ttest_indResult(statistic=-3.85726647678083, pvalue=0.0001337025390182893)"

